,cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename
180,57017901-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017901_05.jpg
181,47024024-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47024024_OR.jpg
182,47093770-TM,TM,TEJANO MEDIO,BLUE,J-JEANS,Outerwear,Jackets and Blazers,Vest,Vest,datathon/images/2023_47093770_TM.jpg
183,47037839-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47037839_30.jpg
184,47037128-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_47037128_08.jpg
185,57082001-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57082001_99.jpg
186,57040780-81,81,ROSA PASTEL,PINK,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57040780_81.jpg
187,47038650-06,06,PIEDRA,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_47038650_06.jpg
188,57002891-05,05,CRUDO,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57002891_05.jpg
189,57012898-TM,TM,TEJANO MEDIO,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57012898_TM.jpg
190,57034017-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57034017_08.jpg
191,57041115-85,85,ROSA,PINK,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57041115_85.jpg
192,57043803-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57043803_99.jpg
193,57093811-05,05,CRUDO,WHITE,K-CIRCULAR,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57093811_05.jpg
194,57045800-94,94,GRIS MEDIO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57045800_94.jpg
195,57057752-09,09,CAMEL,WHITE,L-PIEL,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57057752_09.jpg
196,57088634-85,85,ROSA,PINK,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57088634_85.jpg
197,57009098-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57009098_99.jpg
198,41085754-09,09,CAMEL,WHITE,P-PLANA,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2019_41085754_09.jpg
199,41085019-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_41085019_02.jpg
200,53070609-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53070609_02.jpg
201,53010608-50,50,CELESTE,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53010608_50.jpg
202,53063706-56,56,NAVY,BLUE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53063706_56.jpg
203,53015714-96,96,GRIS OSCURO VIGORE,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_53015714_96.jpg
204,53053710-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53053710_99.jpg
205,53083715-05,05,CRUDO,WHITE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53083715_05.jpg
206,53040970-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53040970_02.jpg
207,53095748-92,92,GRIS,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53095748_92.jpg
208,53063785-15,15,MOSTAZA,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53063785_15.jpg
209,53095735-PL,PL,PLATA,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53095735_PL.jpg
210,53085022-20,20,NARANJA,ORANGE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53085022_20.jpg
211,53095773-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53095773_08.jpg
212,57047884-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57047884_02.jpg
213,57004005-15,15,MOSTAZA,YELLOW,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57004005_15.jpg
214,57034384-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57034384_99.jpg
215,57019205-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57019205_99.jpg
216,57004393-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57004393_99.jpg
217,57069208-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57069208_99.jpg
218,57047699-37,37,KHAKI,BROWN,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57047699_37.jpg
219,47082880-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_47082880_99.jpg
220,47015855-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47015855_OR.jpg
221,47075862-68,68,MALVA,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2023_47075862_68.jpg
222,57010046-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57010046_99.jpg
223,57010601-82,82,ROSA LIGHT,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57010601_82.jpg
224,57050176-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57050176_99.jpg
225,57050250-30,30,MARRON,BROWN,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050250_30.jpg
226,57050273-43,43,VERDE,GREEN,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57050273_43.jpg
227,57010756-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57010756_08.jpg
228,57010293-05,05,CRUDO,WHITE,J-JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57010293_05.jpg
229,57010241-01,01,BLANCO,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57010241_01.jpg
230,57032883-46,46,TURQUESA,BLUE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57032883_46.jpg
231,57040365-69,69,MARINO,BLUE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57040365_69.jpg
232,57025956-37,37,KHAKI,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57025956_37.jpg
233,57032890-46,46,TURQUESA,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57032890_46.jpg
234,57053800-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,datathon/images/2023_57053800_99.jpg
235,57034774-50,50,CELESTE,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57034774_50.jpg
236,57081176-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57081176_PL.jpg
237,57074434-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57074434_08.jpg
238,57047745-85,85,ROSA,PINK,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57047745_85.jpg
239,57056022-99,99,NEGRO,GREY,L-PIEL,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57056022_99.jpg
240,57089098-99,99,NEGRO,GREY,K-CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57089098_99.jpg
241,57078273-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57078273_30.jpg
242,57078635-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57078635_99.jpg
243,57019102-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57019102_99.jpg
244,43035022-23,23,MANDARINA,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_43035022_23.jpg
245,53040611-37,37,KHAKI,BROWN,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53040611_37.jpg
246,53030613-05,05,CRUDO,WHITE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53030613_05.jpg
247,53020667-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53020667_32.jpg
248,53043026-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_53043026_99.jpg
249,51030736-70,70,ROJO,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51030736_70.jpg
250,43089077-01,01,BLANCO,WHITE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_43089077_01.jpg
251,51043728-56,56,NAVY,BLUE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_51043728_56.jpg
252,53003738-28,28,TERRACOTA,ORANGE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003738_28.jpg
253,51090925-15,15,MOSTAZA,YELLOW,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51090925_15.jpg
254,51030979-07,07,ARENA,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_51030979_07.jpg
255,51031021-68,68,MALVA,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51031021_68.jpg
256,53033766-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53033766_OR.jpg
257,51053786-52,52,AZUL,BLUE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_51053786_52.jpg
258,53083787-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53083787_OR.jpg
259,51055033-79,79,CALDERO,RED,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51055033_79.jpg
260,53075772-76,76,GRANATE,RED,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53075772_76.jpg
261,57075129-76,76,GRANATE,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57075129_76.jpg
262,57077650-91,91,GRIS CLARO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57077650_91.jpg
263,51023794-09,09,CAMEL,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51023794_09.jpg
264,57059604-01,01,BLANCO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57059604_01.jpg
266,47067110-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_47067110_OR.jpg
267,47055866-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_47055866_02.jpg
268,57000256-88,88,FUCSIA,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000256_88.jpg
269,57010731-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57010731_99.jpg
270,57050158-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57050158_TN.jpg
271,57040282-07,07,ARENA,WHITE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57040282_07.jpg
272,57040277-35,35,TOPO,BROWN,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57040277_35.jpg
273,57040780-40,40,VERDE PASTEL,GREEN,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57040780_40.jpg
274,57065135-08,08,BEIGE,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57065135_08.jpg
275,57000405-99,99,NEGRO,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000405_99.jpg
276,57002886-88,88,FUCSIA,PINK,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57002886_88.jpg
277,57074401-56,56,NAVY,BLUE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57074401_56.jpg
278,57063800-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57063800_99.jpg
279,57024403-37,37,KHAKI,BROWN,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57024403_37.jpg
280,57092893-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57092893_PL.jpg
281,57064030-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57064030_99.jpg
282,57004047-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57004047_OR.jpg
283,57004782-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57004782_CU.jpg
284,57061178-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57061178_99.jpg
285,57095804-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57095804_99.jpg
286,57055810-05,05,CRUDO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57055810_05.jpg
287,57029095-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57029095_99.jpg
288,57069100-43,43,VERDE,GREEN,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57069100_43.jpg
289,41025020-02,02,OFFWHITE,WHITE,P-PLANA,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2019_41025020_02.jpg
290,51060587-08,08,BEIGE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51060587_08.jpg
291,51050592-08,08,BEIGE,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_51050592_08.jpg
292,53020606-92,92,GRIS,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53020606_92.jpg
293,53060624-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Cosmetic bag,datathon/images/2019_53060624_99.jpg
294,53040541-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_53040541_TN.jpg
295,41095829-02,02,OFFWHITE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_41095829_02.jpg
296,53070640-85,85,ROSA,PINK,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_53070640_85.jpg
297,53055707-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_53055707_99.jpg
298,53030653-56,56,NAVY,BLUE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53030653_56.jpg
299,53090718-57,57,AZUL NOCHE,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2019_53090718_57.jpg
300,53045710-34,34,MISTERIO,BROWN,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2019_53045710_34.jpg
301,53000790-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_53000790_02.jpg
302,53050905-37,37,KHAKI,BROWN,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53050905_37.jpg
303,51085730-99,99,NEGRO,GREY,K-CIRCULAR,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51085730_99.jpg
304,53033750-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53033750_32.jpg
305,51023052-70,70,ROJO,RED,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_51023052_70.jpg
306,53031101-07,07,ARENA,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53031101_07.jpg
307,53075750-14,14,LIMA,YELLOW,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53075750_14.jpg
308,51053787-20,20,NARANJA,ORANGE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_51053787_20.jpg
309,57095902-33,33,COFFEE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_57095902_33.jpg
310,57017689-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57017689_99.jpg
311,67080516-17,17,CARAMELO,YELLOW,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2020_67080516_17.jpg
312,57017892-92,92,GRIS,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017892_92.jpg
313,57009081-OR,OR,ORO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57009081_OR.jpg
314,47034012-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_47034012_02.jpg
315,47065916-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_47065916_99.jpg
316,57082505-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57082505_99.jpg
317,57062504-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57062504_01.jpg
318,57055786-56,56,NAVY,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2023_57055786_56.jpg
319,57010465-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57010465_01.jpg
320,57092880-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57092880_01.jpg
321,57053797-92,92,GRIS,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57053797_92.jpg
322,57080977-52,52,AZUL,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57080977_52.jpg
323,57063799-65,65,MORADO,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57063799_65.jpg
324,57033803-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,datathon/images/2023_57033803_99.jpg
325,57052893-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57052893_99.jpg
326,57063803-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57063803_02.jpg
327,57023810-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57023810_02.jpg
328,57096308-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57096308_43.jpg
329,57065966-05,05,CRUDO,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57065966_05.jpg
330,57021176-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57021176_99.jpg
331,57015793-09,09,CAMEL,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57015793_09.jpg
332,57015795-90,90,PERLA,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57015795_90.jpg
333,57035980-68,68,MALVA,PURPLE,J-JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57035980_68.jpg
334,57023820-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57023820_05.jpg
335,57014435-44,44,ESMERALDA,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57014435_44.jpg
336,57046017-92,92,GRIS,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57046017_92.jpg
337,57028274-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57028274_01.jpg
338,57065812-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57065812_43.jpg
339,57029103-88,88,FUCSIA,PINK,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57029103_88.jpg
340,57099117-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57099117_99.jpg
341,53030717-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53030717_02.jpg
342,53000887-56,56,NAVY,BLUE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53000887_56.jpg
343,53003729-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003729_05.jpg
344,53075713-94,94,GRIS MEDIO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53075713_94.jpg
345,53050926-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53050926_99.jpg
346,53003773-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53003773_OR.jpg
347,51093755-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_51093755_99.jpg
348,57027877-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2019_57027877_70.jpg
349,57035910-43,43,VERDE,GREEN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57035910_43.jpg
350,57045929-16,16,OCRE,YELLOW,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57045929_16.jpg
351,57047660-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57047660_99.jpg
352,57035785-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57035785_99.jpg
353,57015951-30,30,MARRON,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57015951_30.jpg
354,57015952-08,08,BEIGE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57015952_08.jpg
355,57049085-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57049085_99.jpg
356,47097833-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Ring,datathon/images/2023_47097833_OR.jpg
357,57067702-02,02,OFFWHITE,WHITE,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2023_57067702_02.jpg
358,57055949-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2023_57055949_99.jpg
